skill_name,family_name
Tricentis - Tosca,IT
Imaging Science,IT
Internet Message Access Protocol (IMAP),IT
Information Assurance Certification and Accreditation Process (DIACAP),IT
Modular Automation Platform,IT
Apache Giraph,IT
.NET Assembly (CLI),IT
Streaming Algorithm,IT
IP Address Management (IPAM),IT
Software Requirements Engineering,IT
Citrix GoToMeeting,IT
Microsoft Publisher,IT
eInvoice,IT
IBM Spectrum Scale (GPFS),IT
IBM - QRadar,IT
Managed Workplace,IT
ETAS INCA,IT
CANape,IT
MS Windows Server 2003,IT
Sobel,IT
MS Dynamics GP,IT
LAPACK,IT
SAP PP PI,IT
Monolithic Application,IT
Oracle VirtualBox,IT
ACF2,IT
Nvidia CUDA,IT
Delphi Technology,IT
ORCA,IT
National Instruments Test Stand,IT
Compuware,IT
Barcode Reader,IT
Emerson - Syncade,IT
Data Modeling Language,IT
Blade Server,IT
MS Access 2010,IT
2-plan,IT
Check-mk,IT
Unicode,IT
Clustered Filesystem,IT
Windows AutoIT,IT
Oracle Identity,IT
Disk and File Level Encryption Solutions,IT
Apache Cocoon,IT
Scalable Vector Graphics (SVG),IT
Cisco Call Manager,IT
Exabeam,IT
Java - J2ME,IT
Apache Kudu,IT
MS Dynamics 365 - Retail,IT
Java - JNI,IT
Adobe Audition,IT
LEI/NOTRIX,IT
Ext JS,IT
Adobe Lightroom,IT
Airwatch,IT
Command-Query-Separation (CQS),IT
Datalog,IT
Apple iMovie,IT
LiquidPlanner,IT
Python Side,IT
Cheminformatics Tools,IT
Oracle Berkeley DB,IT
HomeKit,IT
Colygon MatchPoint,IT
Online Statistical Process Control (OSPC),IT
Bentley - ProjectWise,IT
Luminex,IT
OpenText - Exstream,IT
OpenVX,IT
Cisco - SAN Switching,IT
MS Workflow Foundation .NET,IT
Hardware Abstraction Layer (HAL),IT
Java - JNDI,IT
Delphi,IT
Monorepo,IT
Embedded Database,IT
vCloud,IT
Digital Identity Management,IT
Vector Markup Language (VML),IT
KLOCWORK,IT
Omnigraffle,IT
Windows WinDbg,IT
SAP Business Blueprint,IT
SugarCRM,IT
Linux-VServer,IT
Rex,IT
SUnit,IT
Computer Data Storage,IT
Fabric computing,IT
Amazon Glacier,IT
CYGWIN,IT
Utility Data Warehouse (UDW),IT
IBM - General Parallel File System (GPFS),IT
Target Testing,IT
Deep Stacking Network (DSN),IT
Kronos Workforce Timekeeper,IT
FreeRTOS,IT
Sourcefire,IT
Workamajig,IT
Rational Quality Manager,IT
Gatling,IT
OriginLab,IT
Privacy Breach,IT
Python Mamba,IT
Autodesk Robotics,IT
GE - UNICORN 7,IT
Listserv Software,IT
Citrix NetScaler,IT
EggPlant,IT
Self Service Software,IT
Proliance,IT
Redbooth,IT
Prolog,IT
Apache Gump,IT
FTP Server,IT
glTF,IT
Capacitive Sensing,IT
IBM - System z,IT
Numenta,IT
Artificial Human Companion,IT
POMSnet,IT
IBM Cognos Impromptu,IT
LibreOffice,IT
Clarizen,IT
Storage Resource Broker (SRB),IT
Infosys Information Platform (IIP),IT
PC-Lint,IT
RasterIO,IT
ARISg,IT
WWI,IT
Open Source Security,IT
Java - JAXB,IT
REST-assured,IT
Cytoscape,IT
Infusionsoft,IT
Coherent Remote File System (CRFS),IT
OCRopus,IT
SAP GTS,IT
Adobe Target,IT
Avid Media Composer,IT
Corel Designer,IT
MS Windows Mobile,IT
Trac,IT
Disclaimer,Law
Assigned Risk,Law
Restructuring,Law
Bill of Lading,Law
Defendant,Law
Patent,Legal
Foundation,Legal
Domestic Partnership,Legal
Funds,Legal
Collective Agreement,Legal
General Data Protection Regulation (GDPR),Legal
Case Management System,Legal
Labour law,Legal
Initial Public Offering (IPO),Legal
Intellectual Property (IP),Legal
Private Equity,Legal
Managing Partner,Legal
Family owned Company,Legal
International Law,Legal
Academic Achievements,Legal
Mergers & Acquisitions (M&A),Legal
Liability,Legal
Derivates,Legal
Data Protection Law,Legal
Venture Capital,Legal
Damages,Legal
Litigation,Legal
Tax Law,Legal
Corporate Governance,Legal
Corporate Law,Legal
Consumer Protection Law,Legal
Public Procurement Law,Legal
Banking Law,Legal
Joint Venture,Legal
Privace Placements,Legal
Public Private Partnership,Legal
Founding / Start-up,Legal
Private Clients,Legal
Executive Committee,Legal
Law on Aliens,Legal
Family Law,Legal
Criminal Law,Legal
Arbitration,Legal
Insolvency,Legal
Liquidation,Legal
Reorganization,Legal
Legal Case Management (LCM),Legal
Employee Participation,Legal
Commercial Law,Legal
General Equal Treatment Act (AGG),Legal
IT Law,Legal
Cross-Licensing,Legal
Securities regulation,Legal
Contract Law,Legal
Distribution and Franchising,Legal
UK Law,Legal
Waste Law,Legal
Ship Building,Legal
Environmental Law,Legal
Administrative Law,Legal
USA Law,Legal
Construction Law,Legal
Post M&A,Legal
Tarifvertrag für den öffentlichen Dienst (TVöD),Legal
Private Law,Legal
Financial Law,Legal
Transport Law,Legal
Work Regulations,Legal
Procedural Law,Legal
Water Resources Law,Legal
Capital Market Law,Legal
Civil Law,Legal
Sector Regulation (SektVO),Legal
Industrial Property,Legal
Competition Law,Legal
Public Acquisitions,Legal
Standard Form Contract,Legal
Media Law,Legal
German Construction Tendering and Contract Regulations (VOB),Legal
Insurance Law,Legal
AIFMD,Legal
Cartel Law,Legal
Supervisory Board,Legal
Agricultural Law,Legal
Equal Employment Opportunity (EEO),Legal
5S,Manufacturing
Clean-In-Place (CIP),Manufacturing
Plant Operating Cost,Manufacturing
Six Sigma,Manufacturing
Shopfloor Management,Manufacturing
Electrical Discharge Machining (EDM),Manufacturing
Molding,Manufacturing
Kanban,Manufacturing
Process Manufacturing,Manufacturing
Technical Analysis,Manufacturing
Industrie 4.0,Manufacturing
Line Management,Manufacturing
Mixing,Manufacturing
Rotating Equipment,Manufacturing
Statistical Process Control (SPC),Manufacturing
Manufacturing Equipment Maintenance,Manufacturing
Digital Factory,Manufacturing
Industrial Automation,Manufacturing
Tap,Manufacturing
Electronic Production,Manufacturing
Blow Molding,Manufacturing
Coating,Manufacturing
Production Planning,Manufacturing
Grinding,Manufacturing
Drilling,Manufacturing
Injection Molding,Manufacturing
Wafer Inspection,Manufacturing
Mass Production,Manufacturing
Surface Mount Technology (SMT),Manufacturing
Abrasive,Manufacturing
Forming,Manufacturing
Wire Wrap,Manufacturing
Wafer Production,Manufacturing
Metal Injection Molding,Manufacturing
Discrete Manufacturing,Manufacturing
Board Test,Manufacturing
Digital Printing,Manufacturing
Sterilization-In-Place (SIP),Manufacturing
In-Mold Decoration (IMD),Manufacturing
Automatic Optical Inspection (AOI),Manufacturing
Lathe,Manufacturing
Electrical Power Tools,Manufacturing
Kaizen,Manufacturing
Batch record,Manufacturing
Optical Foil Stack,Manufacturing
Punching,Manufacturing
Durability,Manufacturing
Spanner (Wrench),Manufacturing
Continual Improvement Process,Manufacturing
Selective Laser Sintering (SLS),Manufacturing
Sieving,Manufacturing
Polishing,Manufacturing
Production Process,Manufacturing
Wafer Dicing,Manufacturing
Clamping,Manufacturing
Curing,Manufacturing
Production Technology,Manufacturing
Inkjet Printing,Manufacturing
Soldering Iron,Manufacturing
Adhesive Dispensing,Manufacturing
Laboratory Automation,Manufacturing
Cutting Machine,Manufacturing
Electric Resistance Welding,Manufacturing
Machining,Manufacturing
Stamping Press,Manufacturing
Lean Manufacturing,Manufacturing
Production Execution,Manufacturing
Package Inspection,Manufacturing
Melting,Manufacturing
World Class Manufacturing (WCM),Manufacturing
In-Mold Labeling (IML),Manufacturing
Final Assembly,Manufacturing
Laminating,Manufacturing
Semiconductor Production,Manufacturing
Just-in-time (JIT),Manufacturing
Screwing,Manufacturing
Methods-Time Measurement (MTM),Manufacturing
Flow Test,Manufacturing
Electrolyte Filling,Manufacturing
Temperature Measurement,Manufacturing
Ball Caulking System,Manufacturing
Casting,Manufacturing
Laser Scanning,Manufacturing
Computer Integrated Manufacturing (CIM),Manufacturing
Chemical Vapor Deposition (CVD),Manufacturing
Final Acceptance,Manufacturing
Damage Analysis,Manufacturing
Value-Driven Design (VDD),Manufacturing
Gold Plating,Manufacturing
Blanking and Piercing,Manufacturing
Automated X-ray Inspection (AXI),Manufacturing
Wafer Packing,Manufacturing
Adhesion,Manufacturing
CNC Machining,Manufacturing
Milling Machine,Manufacturing
Brazing,Manufacturing
Surface Treatment,Manufacturing
Gas Tungsten Arc Welding (GTAW),Manufacturing
Gas Welding,Manufacturing
Welding Symbols,Manufacturing
Re-tooling,Manufacturing
Sintering,Manufacturing
Extrusion,Manufacturing
Splicing,Manufacturing
Plating,Manufacturing
Welding Joint,Manufacturing
GEMBA,Manufacturing
Excavator,Manufacturing
Screwdriver,Manufacturing
Shielded Metal Arc Welding (SMAW),Manufacturing
Laser Marking,Manufacturing
Laser Welding,Manufacturing
Rolling,Manufacturing
Soldering,Manufacturing
Gas Leak Test,Manufacturing
Drilling Equipment,Manufacturing
CNC/NC Mill,Manufacturing
Hardening,Manufacturing
Crimping,Manufacturing
Through-Hole Technology,Manufacturing
Regenerative Heat Exchanger,Manufacturing
Pneumatic Tool,Manufacturing
Stud Welding,Manufacturing
Battery Assembly,Manufacturing
Optical Stack-Up,Manufacturing
Electroplating,Manufacturing
Hot Air Riveting,Manufacturing
Potting,Manufacturing
Welding Standards,Manufacturing
Sheet Metal,Manufacturing
Winding Machine,Manufacturing
Laser Cutting,Manufacturing
Humidity Measurement,Manufacturing
Grinding Wheel,Manufacturing
Plant Planning,Manufacturing
Decorative Molding,Manufacturing
Screen Printing,Manufacturing
Hot Isostatic Pressing,Manufacturing
Powder Metallurgy,Manufacturing
Production Part Approval Process (PPAP),Manufacturing
Cutting Fluid,Manufacturing
Printed Electronics,Manufacturing
Reamer,Manufacturing
Physical Vapor Deposition (PVD),Manufacturing
Mass Finishing,Manufacturing
Lacquer,Manufacturing
Spray Techniques,Manufacturing
Varnish,Manufacturing
Abrasive Blasting,Manufacturing
Laser Clamp Head LSK,Manufacturing
Burnishing,Manufacturing
Heat Sealing,Manufacturing
Adhesive Bonding,Manufacturing
Abrasive Machining,Manufacturing
Extrusion Press,Manufacturing
Continuous Production,Manufacturing
Coil Winding machine,Manufacturing
Job Production,Manufacturing
Aerial Work Platform,Manufacturing
O-ring,Manufacturing
Casting Process,Manufacturing
Welding Gas,Manufacturing
Grain-Boundary Strengthening,Manufacturing
Pre-Delivery Inspection,Manufacturing
Swaging,Manufacturing
Arc Welding,Manufacturing
3D Printing,Manufacturing
Carving,Manufacturing
Metal Tempering,Manufacturing
Agile Production,Manufacturing
Mouthpiece,Manufacturing
Shrink Wrapping,Manufacturing
Production Leveling (Heijunka),Manufacturing
High Pressure Die Casting (HPDC),Manufacturing
Spin Coating,Manufacturing
Plastics Processing,Manufacturing
Die Casting,Manufacturing
Plasma Etching,Manufacturing
Shop Floor Management,Manufacturing
Smart Glass,Manufacturing
Integrated Manufacturing Excellence (IMEx),Manufacturing
Clustering,Math
Math,Math
Statistics,Math
Opinion Poll,Math
Stochastic Model,Math
Statistical Model,Math
Generalized Linear Model (GLM),Math
Principal Component Analysis (PCA),Math
Logistic Regression,Math
Time Series Analysis,Math
Applied Mathematics,Math
Operations Research,Math
Statistical Variation,Math
Numerical Analysis,Math
Sampling,Math
Probability Theory,Math
Combinatorics,Math
Decision Theory,Math
Discrete Mathematics,Math
Mathematical Optimization,Math
Linear Algebra,Math
Integers,Math
Interior-Point Methods,Math
Linear Programming,Math
Design of Experiments (DoE),Math
A/B Testing,Math
Graph Theory,Math
Growth Models,Math
Uncertainty Analysis,Math
Linear Regression,Math
Game Theory,Math
Meta-Analysis,Math
Plackett–Burman Design,Math
Calculus,Math
Geometry,Math
Integration Methods,Math
Integer Programming,Math
Hidden Markov Model (HMM),Math
Algebra,Math
Optimal Design,Math
Multiple Correspondence Analysis (MCA),Math
Multivariate Analysis,Math
Numerical Methods,Math
Differential Equations,Math
Statistical Replication,Math
Mixed Integer Programming,Math
Vector Calculus,Math
Dynamical Systems,Math
Questionnaire,Math
Convex Programming,Math
Hyperparameter,Math
Financial Mathematics,Math
Sensitivity Analysis,Math
Survival Analysis and Censored Data,Math
Exit Poll,Math
Blinded Experiment,Math
Combinatorial Optimization,Math
Fractal Geometry,Math
ANOVA,Math
Production Models,Math
Monte Carlo Methods,Math
Mathematical Physics,Math
Adaptive System,Math
Quasi-Experiment,Math
Randomization,Math
Deviation Analysis,Math
Observational Study,Math
Nonlinear Programming,Math
Quadratic Programming,Math
Stochastic Integral,Math
Case–Control Study,Math
Gaussian Processes,Math
Markov Chain Monte Carlo,Math
Kmeans,Math
Sparse Matrices,Math
Topology,Math
Hypothesis Testing (Parametric),Math
Moving Average,Math
Fourier Amplitude Sensitivity Test,Math
Differential Geometry,Math
Stochastic Programming,Math
Information Theory,Math
"Smoothing, Curve Fitting",Math
Markov Chains,Math
Natural Numbers,Math
Model Theory,Math
Market Models,Math
Census,Math
Cohort Study,Math
Network Models,Math
Blocking,Math
Bayesian Inference,Math
Finite Element Analysis (FEA),Math
Factorial Experiment,Math
Arithmetics,Math
Splines,Math
Auction Theory,Math
Stochastic Equation,Math
Branch-and-Bound Methods,Math
General Nonlinear Regression,Math
Satisfiability,Math
Communications Networks,Math
Interpolation,Math
Statistical Analysis System (SAS),Math
Mathematical Economics,Math
Bayesian Linear Regression,Math
Analysis of Variance and Covariance,Math
Sample Size Determination,Math
Multi-Objective and Goal Programming,Math
Bayesian Probability,Math
Sequential Methods,Math
Boundary Value Problems,Math
Graphical Methods,Math
Mathematical Logic,Math
Theory of Computation,Math
Resampling Methods,Math
Iterative Methods,Math
Asset Pricing Models,Math
Trade Models,Math
Spectral Analysis,Math
Finite Difference Method,Math
Markov Processes,Math
Mathematical Biology,Math
Global Optimization (Nonconvex Programming),Math
System Theory,Math
Trigonometry,Math
Discontinuous Galerkin Method,Math
Preconditioners,Math
"Eigenvalues,Vectors",Math
Integral Equations,Math
Finite Volume Method,Math
Chaos Theory,Math
Scheduling Theory,Math
Abstract Algebra,Math
Analytical Mechanics,Math
Optimality Conditions,Math
Dendrogram,Math
Numerical Linear Algebra,Math
Matrix Functions,Math
Matching Models,Math
Traffic Problems,Math
Taguchi Design,Math
Category Theory,Math
Complex Numbers,Math
Real Numbers,Math
Random Assignment,Math
Randomized Experiment,Math
Number Theory,Math
Mathematical Psychology,Math
Set Theory,Math
Ranking and Selection,Math
Random Number Generation,Math
Probabilistic Inferencing,Math
Derivative-free methods,Math
Tornado Diagram,Math
Numerical Integration,Math
Mechanical Engineering,Mechanical Engineering
Tool Development,Mechanical Engineering
Statics,Mechanical Engineering
Lubrication,Mechanical Engineering
Robust Engineering,Mechanical Engineering
Mechanics,Mechanical Engineering
Mechanical Design,Mechanical Engineering
Vibration,Mechanical Engineering
Valve,Mechanical Engineering
Aerodynamics,Mechanical Engineering
Pulley,Mechanical Engineering
"Heating, Ventilation and Air Conditioning (HVAC)",Mechanical Engineering
Refrigeration,Mechanical Engineering
ThermalMechanical Fatigue (TMF),Mechanical Engineering
Corrosion,Mechanical Engineering
Heat Exchanger / Radiator,Mechanical Engineering
Pressure Vessel,Mechanical Engineering
Fluid Dynamics,Mechanical Engineering
Hydraulics,Mechanical Engineering
Air Conditioning,Mechanical Engineering
Climate Control,Mechanical Engineering
Heating Control System,Mechanical Engineering
Belt,Mechanical Engineering
Furnace,Mechanical Engineering
Gas Compressor,Mechanical Engineering
Tool Engineering,Mechanical Engineering
Bearings,Mechanical Engineering
Mechatronics,Mechanical Engineering
Heat Transfer,Mechanical Engineering
Cooling System,Mechanical Engineering
Hardware Development,Mechanical Engineering
Surface Engineering,Mechanical Engineering
Structural Analysis,Mechanical Engineering
Heating,Mechanical Engineering
Thermodynamics,Mechanical Engineering
Fluid Mechanics,Mechanical Engineering
Thermography (IRT),Mechanical Engineering
Rigging,Mechanical Engineering
Fatigue Strength,Mechanical Engineering
Precision Engineering,Mechanical Engineering
HVAC Control System,Mechanical Engineering
Pneumatics,Mechanical Engineering
Vaccum Pump,Mechanical Engineering
Surface Analysis,Mechanical engineering
Coolant,Mechanical Engineering
Tensile Strength,Mechanical Engineering
Vibration Fatigue,Mechanical Engineering
Electromechanics,Mechanical Engineering
Structural Mechanics,Mechanical Engineering
Conveyor Belt,Mechanical Engineering
Ventilation Technology,Mechanical Engineering
Tribology,Mechanical Engineering
Steam System,Mechanical Engineering
Electro-Pneumatics,Mechanical Engineering
Water Pump,Mechanical Engineering
Vapor-Compression Refrigeration (VCRS),Mechanical Engineering
Cable Management,Mechanical Engineering
Strain Gauge,Mechanical Engineering
Pump Control,Mechanical Engineering
Water Heating,Mechanical Engineering
Angle Grinder,Mechanical Engineering
Heat Distribution System,Mechanical Engineering
Hydraulic Motor,Mechanical Engineering
Mechanics of Materials,Mechanical Engineering
Depressurization,Mechanical Engineering
Heat Pump,Mechanical Engineering
Electric Arc Furnace,Mechanical Engineering
Air Bearing,Mechanical Engineering
Hot Water Boiler,Mechanical Engineering
Vacuum Furnace,Mechanical Engineering
Water Cooling,Mechanical Engineering
Yield Strength,Mechanical Engineering
High Cycle Fatigue Test,Mechanical Engineering
Rheology,Mechanical Engineering
ThermalCalculation,Mechanical Engineering
Water-Tube Boiler,Mechanical Engineering
Continuum Mechanics,Mechanical Engineering
Oscillation,Mechanical Engineering
ThermalManagement,Mechanical Engineering
Gas Heating,Mechanical Engineering
Kinematics,Mechanical Engineering
Roof Maintenance,Mechanical Engineering
Hydraulic Simulation,Mechanical Engineering
Climatic Chamber,Mechanical Engineering
EN 13445 (Unfired Pressure Vessels),Mechanical Engineering
Car Crash Mechanics,Mechanical Engineering
Psychoacoustic,Mechanical Engineering
Radial Bearings,Mechanical Engineering
Room Acoustics,Mechanical Engineering
Good Clinical Practice (GCP),Medicine
Psychology,Medicine
Standard Operating Procedures (SOP),Medicine
CAPA System,Medicine
Clinical Data Interchange Standards Consortium (CDISC),Medicine
Good Documentation Practices (GDP),Medicine
Medical Information,Medicine
FDA Quality Systems Regulations,Medicine
Orthodontics,Medicine
European Medicines Agency (EMA),Medicine
Medical Dictionary for Regulatory Activities (MedDRA),Medicine
Clinical Informatics,Medicine
Medical Record,Medicine
21 CFR Part 11,Medicine
Medical Device Reporting,Medicine
Flow Cytometry,Medicine
NHS Audit (National Health Service Audit ),Medicine
Liquid Biopsy,Medicine
Dentistry,Medicine
Good Pharmacovigilance Practice (GPvP),Medicine
ISO 14971,Medicine
"21 CFR, Section 820 (Quality System Regulation)",Medicine
Clinical Protocol,Medicine
Clinical Administration,Medicine
Health Economic Outcomes Research Methodologies (HEOR),Medicine
Good Laboratory Practice (GLP),Medicine
Companion Diagnostics,Medicine
Targeted Therapy,Medicine
Preventive Medicine,Medicine
Nursing and Midwifery Council (NMC),Medicine
Professional Association Of German Psychologists,Medicine
21 CFR Part 803,Medicine
"45 CFR, (Patient Privacy Rule- HIPPA Regulations)",Medicine
Drug Enforcement Administration (DEA),Medicine
Hospital Administration,Medicine
Individual Case Safety Report (ICSR),Medicine
Regulation on In Vitro Diagnostic Medical Devices (IVDR),Medicine
Oral and Maxillofacial Pathology,Medicine
Canadian Medical Device Regulation (CMDR),Medicine
Council for International Organizations of Medical Sciences,Medicine
Medicines And Healthcare Products Regulatory Agency (MHRA),Medicine
Regulatory Science,Medicine
Clinical Medication Management,Medicine
Cytokine Analysis,Medicine
Medical Information System,Medicine
Medical Device,Medicine 
Orthopaedics,Medicine 
Coronary Artery Bypass Graft Surgery (CABG),Medicine 
Clinical Trial,Medicine 
Epidemiology‎,Medicine 
Oncology,Medicine 
Patient Care,Medicine 
Cognitive Science,Medicine 
Cardiology,Medicine 
Medical Terminology,Medicine 
Nursing,Medicine 
Echocardiography,Medicine 
Diabetes Mellitus (DM),Medicine 
Immunology,Medicine 
Dermatology,Medicine 
Rheumatology,Medicine 
Toxicology,Medicine 
Emergency response,Medicine 
Obstetrics and Gynecology,Medicine 
Cockayne Syndrome (CS),Medicine 
Pheochromocytoma,Medicine 
Gynecology,Medicine 
Psychiatry,Medicine 
Hematology,Medicine 
Ophthalmology,Medicine 
Ovarian Torsion (OT),Medicine 
Clinical Experience,Medicine 
X-Ray,Medicine 
Cancer Immunology,Medicine 
Cancer Immunotherapy,Medicine 
Neoplasm,Medicine 
Computed Tomography (CT),Medicine 
Magnetic Resonance Imaging (MRI),Medicine 
Neuroimaging,Medicine 
Toxicological Assessment,Medicine 
Biosimilar,Medicine 
Interventional Neuropathology (INR),Medicine 
Physiotherapy,Medicine 
Clinical Study Report (CSR),Medicine 
Cardiopulmonary Resuscitation,Medicine 
Wound / Ostomy Care,Medicine 
Visual Acuity,Medicine 
Intravenous Therapy,Medicine 
Positive Psychology,Medicine 
Ankylosing Spondylitis (AS),Medicine 
Psychometrics,Medicine 
Cardiac Surgery,Medicine 
Organ Transplantation,Medicine 
PAREXEL,Medicine 
Intensive Care Medicine,Medicine 
Immunotherapy,Medicine 
Measurement Equipment,Medicine 
Orthopaedic Surgery,Medicine 
Surgical Instruments,Medicine 
Pathology,Medicine 
Cluster Headache (CH),Medicine 
Hepatocellular Carcinoma,Medicine 
Emergency medical,Medicine 
Electrocardiography (ECG),Medicine 
Geriatrics,Medicine 
Cardiac Rhythm and Heart Failure (CRHF),Medicine 
Autoimmune Disease,Medicine 
Autoimmunity,Medicine 
Picture Archiving and Communication System (PACS),Medicine 
Insulin Pump,Medicine 
Patient Reported Outcomes (PRO),Medicine 
Pediatrics,Medicine 
Naturopathic Medicine,Medicine 
Contrast Agent,Medicine 
Ambulatory Services,Medicine 
Intensive Care Units (ICU),Medicine 
Family Medicine,Medicine 
Pancreatic Neuroendocrine Tumor,Medicine 
Alleviation of Pain,Medicine 
Optometry,Medicine 
Gastroenterology,Medicine 
Minimally Invasive Procedures,Medicine 
Hemodialysis,Medicine 
Clinical Study Design,Medicine 
Crohn's Disease,Medicine 
Rheumatoid Arthritis,Medicine 
Emergency Department (ED),Medicine 
Obstetrics,Medicine 
Palliative Care,Medicine 
Neurology,Medicine 
Glascow Coma Scale,Medicine 
Neuroblastoma,Medicine 
Plastic Surgery,Medicine 
Medical Laboratory Technology,Medicine 
Radiology,Medicine 
Neurological Disorder,Medicine 
Nuclear Medicine,Medicine 
Development and Reproductive Toxicology (DART),Medicine 
Endometrial Cancer,Medicine 
Radiation Oncology,Medicine 
Angiography,Medicine 
Metastasis,Medicine 
Endocrinology,Medicine 
Otorhinolaryngology,Medicine 
Surgery,Medicine 
Urology,Medicine 
Kaposi's sarcoma,Medicine 
Colorectal Cancer,Medicine 
Respiratory Medicine,Medicine 
Business Psychology,Medicine 
Thoracic Surgery,Medicine 
Neuropsychology,Medicine 
Neuro Surgery,Medicine 
Abnormal Heart Rhythms,Medicine 
Cardiorenal Syndrome (CRS),Medicine 
Hypersensitivity,Medicine 
Chronic Care,Medicine 
Endoscopy,Medicine 
Rhabdomyosarcoma (RMS),Medicine 
Nanomedicine,Medicine 
Gastrointestinal Stromal Tumor,Medicine 
Minimally Invasive Surgery (MIS),Medicine 
Infection Control,Medicine 
Histology,Medicine 
Chemotherapy,Medicine 
Cleaning and Decontamination,Medicine 
Defibrillation,Medicine 
Aseptic Technique,Medicine 
Chiropractic,Medicine 
Occupational Injury,Medicine 
Error Management Theory,Medicine 
Hypophosphatasia,Medicine 
Sterilization,Medicine 
Renal Cell Carcinoma (RCC),Medicine 
Medical Device Engineering,Medicine 
Radiation Safety Techniques,Medicine 
Ambulatory Surgery Center (ASC),Medicine 
Mckenzie Therapy,Medicine 
Venepuncture,Medicine 
Oral and Maxillofacial Surgery,Medicine 
Pericardiocentesis,Medicine 
Medical Equipment,Medicine 
Medical Surveillance,Medicine 
Basal-Cell Carcinoma (BCC),Medicine 
Dermatitis,Medicine 
Robot-Assisted Surgery,Medicine 
Hearing Aid,Medicine 
Cardiac Monitor,Medicine 
Phlebotomy,Medicine 
Radiologic Technology,Medicine 
Gaucher's Disease,Medicine 
Suctioning,Medicine 
Cystinosis,Medicine 
Carcinogen,Medicine 
Anesthesia,Medicine 
Acetone Analysis,Medicine 
Specimen Collection,Medicine 
Radiopharmacology,Medicine 
Valve Replacement,Medicine 
Critical Care Nursing,Medicine 
Accident and Emergency Medicine,Medicine 
Lymphoma,Medicine 
Heterotopic Ossification (HO),Medicine 
Chimeric Antigen Receptor (CAR),Medicine 
Post Anesthesia Care Unit (PACU),Medicine 
Medical Device Manufacturing,Medicine 
Immunoglobulin Class Switching,Medicine 
Dialysis,Medicine 
Pacemaker,Medicine 
Transient Global Amnesia (TGA),Medicine 
Endotoxin,Medicine 
Anaesthesiology,Medicine 
Pain Management,Medicine 
Podiatric Surgery,Medicine 
Myasthenia Gravis (MG),Medicine 
Communication Psychology,Medicine 
Clinical Cardiac Electrophysiology,Medicine 
Interventional Cardiology,Medicine 
Metabolic Disorder,Medicine 
Clinical Evidence,Medicine 
Artificial Pancreas,Medicine 
Immunogenetics,Medicine 
Rehabilitation Medicine,Medicine 
Cholangiocarcinoma,Medicine 
Nephrology,Medicine 
Infusion Pump,Medicine 
Brain Tumor,Medicine 
AL Amyloidosis,Medicine 
Lysosomal Acid Lipase Deficiency,Medicine 
Neuromyelitis Optica (NMO),Medicine 
Paroxysmal Nocturnal Hemoglobinuria,Medicine 
Hyperplasia,Medicine 
Viral Gene Therapy,Medicine 
Surgical Technology,Medicine 
Neonatal Intensive Care Unit (NICU),Medicine 
Neonatology,Medicine 
Hospital Medicine,Medicine 
Sports Medicine,Medicine 
Vascular Access,Medicine 
Cardiac Electrophysiology,Medicine 
Catheter,Medicine 
Tropical Medicine,Medicine 
Cold-stimulus Headache,Medicine 
Infusion Therapy,Medicine 
Drug Delivery,Medicine 
Adrenocortical Carcinoma,Medicine 
Tetralogy of Fallot,Medicine 
Molecular Genetics,Medicine 
Anatomical Pathology,Medicine 
Hygiene Standard,Medicine 
Paediatric Surgery,Medicine 
Vascular Surgery,Medicine 
Cross-reactivity,Medicine 
Biocompatibility,Medicine 
Anesthesia System,Medicine 
Syringe,Medicine 
Computer-Assisted Surgery (CAS),Medicine 
Anemia,Medicine 
Fluoroscopy,Medicine 
Bronchoscopy,Medicine 
International Society for Pharmacoepidemiology (ISPE),Medicine 
Active Implantable Medical Device,Medicine 
Immune Disorder,Medicine 
Virotherapy,Medicine 
Hepatology,Medicine 
Bioethics,Medicine 
Melanoma,Medicine 
MRSA,Medicine 
Carcinogenesis,Medicine 
Tumor suppressor,Medicine 
Molecular Pathological Epidemiology,Medicine 
Neuro-Psychiatry,Medicine 
Clinical Psychology,Medicine 
Gerontological Nursing,Medicine 
Acupuncture,Medicine 
Hemolytic Anemia,Medicine 
Sleep Medicine,Medicine 
Clinical Study Monitoring,Medicine 
Mechanical electronics,Nano Materials
Topics in Complex Systems,Physics
Mass Spectrometry (MS),Physics
Medical Image Analysis,Physics
Optics,Physics
Spectroscopy,Physics
Numerical Optimization,Physics
Direct Current,Physics
Ultrasound,Physics
Nuclear Magnetic Resonance (NMR),Physics
Quantum Mechanics,Physics
Gravity,Physics
Statistical Physics,Physics
Geophysics,Physics
Radio Frequency,Physics
Applied physics,Physics
Astronomy,Physics
Photonics,Physics
Applied Programming,Physics
Computational Fluid Dynamics (CFD),Physics
Inverse Problems,Physics
Microfluidics,Physics
Computability and Complexity,Physics
Data Validation and Reconciliation,Physics
Atomic Absorption Spectroscopy (AAS),Physics
Meteorology,Physics
Capacitance,Physics
Spectrometer,Physics
Signal and Image Processing,Physics
Electric Current,Physics
Process Validation,Physics
Magnetization,Physics
Medical Physics,Physics
Current Law,Physics
Impedance,Physics
Gauss's law,Physics
Finite integration technique,Physics
Particle Physics,Physics
Virtual Sensing,Physics
Infrared Spectroscopy,Physics
Electrostatic Discharge (ESD),Physics
Analog Circuit Technology,Physics
Faraday-Lenz Law,Physics
